Name,Price,Drive-type,Fuel-type,Transmission,Engine,Mileague
2022 Honda CR-V Touring,"$34,894 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo," 6,200 mi. "
2017 Lincoln MKZ Reserve,"$19,477 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 75,576 mi. "
2023 Jeep Grand Wagoneer Series III,"$114,180 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,6.4L V8 16V MPFI OHV, 10 mi. 
2018 BMW 320 i,"$19,984 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 55,701 mi. "
2022 Acura MDX Base,"$41,968 ", Front-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI SOHC," 33,858 mi. "
2017 Jaguar F-TYPE Premium,"$31,255 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Supercharged," 65,206 mi. "
2023 Cadillac CT5-V V-Series Blackwing,"$126,935 ", Rear-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV Supercharged, 3 mi. 
2014 Honda Accord Sport,"$14,233 ", Front-wheel Drive ,Gasoline ,6-Speed Manual,2.4L I4 16V GDI DOHC," 110,416 mi. "
2013 Nissan Juke SL,"$12,995 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.6L I4 16V GDI DOHC Turbo," 68,878 mi. "
2010 Mercedes-Benz C-Class C 300 4MATIC Sport,"$13,500 ", All-wheel Drive ,E85 Flex Fuel ,7-Speed Automatic,3.0L V6 24V MPFI DOHC Flexible Fuel," 78,692 mi. "
2023 Chevrolet Colorado LT,"$42,050 ", Four-wheel Drive ,Gasoline ,–,2.7L I4 16V GDI DOHC Turbo, 0 mi. 
2023 Lincoln Aviator Standard AWD,"$60,190 ", All-wheel Drive ,Gasoline ,Automatic,3.0L V6 24V GDI DOHC Twin Turbo, 0 mi. 
2019 GMC Acadia SLE-1,"$26,058 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.5L I4 16V GDI DOHC," 41,948 mi. "
2015 Ford F-250 Lariat,"$45,915 ", Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 80,768 mi. "
2005 Mercedes-Benz G-Class G500,"$46,517 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,5.0L V8 24V MPFI SOHC," 72,301 mi. "
2021 Volvo XC90 Recharge Plug-In Hybrid T8 Inscription Expression 7 Passenger,"$49,990 ", All-wheel Drive ,Hybrid ,8-Speed Automatic,2.0L I4 16V GDI DOHC Hybrid," 52,367 mi. "
2023 GMC Canyon AT4,"$49,170 ", Four-wheel Drive ,Gasoline ,Automatic,2.7L I4 16V GDI DOHC Turbo, 5 mi. 
2023 Honda CR-V EX-L,"$35,555 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 6 mi. 
2022 Dodge Durango GT,"$42,000 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 6,295 mi. "
2022 Dodge Durango SXT,"$32,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 9,955 mi. "
2023 Audi e-tron GT Premium Plus,"$127,635 ", All-wheel Drive ,1-Speed Automatic,Electric, WAUCJBFW5P7000334 ,"

Heated Seats

"
2021 Acura RDX Base,"$35,898 ", Front-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 19,980 mi. "
2019 Jeep Wrangler Unlimited Sahara,"$34,898 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 56,363 mi. "
2023 Land Rover Range Rover Velar P340 S R-Dynamic,"$74,990 ", Four-wheel Drive ,Gasoline ,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, variable valve"," 3,266 mi. "
2021 Hyundai Santa Fe HEV Limited,"$38,421 ", All-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid," 30,277 mi. "
2020 Ford F-250 Lariat,"$56,987 ", Four-wheel Drive ,Diesel ,10-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel," 65,708 mi. "
2014 Buick Enclave Premium,"$15,895 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.6L V6 24V GDI DOHC," 99,577 mi. "
2024 Mazda CX-90 Preferred Plus,"$47,870 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.3L, 5 mi. 
2023 Hyundai Santa Fe HEV SEL Premium,"$44,022 ", All-wheel Drive ,Hybrid ,6-Speed Automatic with SHIFTRONIC,1.6L I4 16V GDI DOHC Turbo Hybrid, 16 mi. 
2024 Chevrolet Silverado 2500 LTZ,"$81,000 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,6.6L V8, 25 mi. 
2023 BMW 540 i xDrive,"$73,370 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo, 10 mi. 
2023 Chevrolet Tahoe High Country,"$86,905 ", Four-wheel Drive ,Gasoline ,Automatic,6.2L V8 16V GDI OHV, 6 mi. 
2022 Ford Maverick XLT,"$32,990 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 34,780 mi. "
2021 Tesla Model Y Long Range,"$45,640 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJYGDEE8MF080228 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2020 Toyota Highlander XLE,"$33,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 73,263 mi. "
2020 Ford F-150 Platinum,"$46,891 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8," 38,290 mi. "
2023 Dodge Hornet GT,"$29,998 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 21 mi. 
2019 Ford F-150 XL,"$36,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC," 23,521 mi. "
2022 Ford Edge SE,"$32,958 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 976 mi. 
2022 Lexus IS 350 F Sport,"$46,350 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC," 14,201 mi. "
2021 Ford Bronco Wildtrak,"$66,556 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo, 984 mi. 
2023 Hyundai IONIQ 6 SEL,"$52,820 ", All-wheel Drive ,Automatic,Electric, KMHM34AC5PA030135 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System

"
2023 GMC Yukon XL SLT,"$85,618 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 2 mi. 
2015 GMC Sierra 1500 SLT,"$33,963 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 88,298 mi. "
2022 INFINITI Q50 LUXE,"$36,979 ", All-wheel Drive ,Gasoline ,7-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo," 6,262 mi. "
2018 Subaru WRX Premium,"$27,895 ", All-wheel Drive ,Gasoline ,6-Speed Manual,2.0L H4 16V GDI DOHC Turbo," 34,944 mi. "
2011 Dodge Durango Crew,"$14,905 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,5.7L V8 16V MPFI OHV," 82,196 mi. "
2020 Jeep Grand Cherokee Limited,"$34,235 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 38,365 mi. "
2019 Ford Ranger Lariat,"$29,500 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo," 18,321 mi. "
2022 Hyundai Sonata SE,"$23,944 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC," 14,932 mi. "
2021 Nissan Kicks S,"$19,169 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.6L I4 16V MPFI DOHC," 47,663 mi. "
2021 Chevrolet Spark 1LT,"$14,501 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.4L I4 16V MPFI DOHC," 41,048 mi. "
2006 Cadillac XLR ,"$19,707 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,4.6L V8 32V MPFI DOHC," 77,198 mi. "
2019 Lincoln Nautilus Select,"$25,894 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 50,699 mi. "
2022 Chevrolet Suburban Z71,"$60,199 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV," 32,753 mi. "
2019 Audi Q7 45 Premium Plus,"$37,495 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 33,933 mi. "
2016 Mazda MX-5 Miata Sport,"$19,990 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC," 24,797 mi. "
2021 Hyundai Tucson SE,"$18,953 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC," 37,948 mi. "
2023 Dodge Challenger GT,"$39,385 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2022 Tesla Model S Plaid,"$85,000 ", All-wheel Drive ,1-Speed Automatic,Electric, 5YJSA1E62NF459676 ,"

Adaptive Cruise ControlHeated SeatsHeated Steering WheelKeyless StartNavigation SystemPower Liftgate

"
2023 Nissan Murano SL,"$46,995 ", All-wheel Drive ,Gasoline ,Automatic CVT,3.5L V6 24V MPFI DOHC, 6 mi. 
2017 Volkswagen Beetle 1.8T Classic,"$18,499 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.8L I4 16V GDI DOHC Turbo," 22,407 mi. "
2012 Dodge Challenger SXT,"$16,490 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 87,931 mi. "
2016 Ford F-350 Lariat,"$39,040 ", Four-wheel Drive ,Diesel ,Automatic,"Powerstroke 6.7L V-8 diesel direct injection, intercooled turbo,"," 103,023 mi. "
2023 Ford Mustang GT Premium,"$47,345 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 9 mi. 
2022 Jeep Compass Latitude,"$31,487 ", Four-wheel Drive ,Gasoline ,9-Speed Automatic,2.4L I4 16V MPFI SOHC, 15 mi. 
2023 Jeep Grand Cherokee Laredo,"$39,395 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 9 mi. 
2021 Cadillac XT5 Luxury,"$32,900 ", Front-wheel Drive ,Gasoline ,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 12,817 mi. "
2020 Cadillac XT6 Sport AWD,"$41,500 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC," 22,640 mi. "
2022 Dodge Charger SRT Hellcat Widebody,Not Priced, Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged, 8 mi. 
2024 Chevrolet Silverado 2500 LT,"$72,705 ", Four-wheel Drive ,Diesel ,Automatic,6.6L V8 Turbo Diesel, 10 mi. 
2015 Volkswagen Golf TDI S 4-Door,"$15,776 ", Front-wheel Drive ,Diesel ,6-Speed Manual,2.0L I4 16V DDI DOHC Turbo Diesel," 86,841 mi. "
2012 GMC Terrain SLT-2,"$7,500 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC," 147,354 mi. "
2008 Pontiac Torrent ,"$3,500 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,3.4L V6 12V MPFI OHV," 182,853 mi. "
2020 Chevrolet Silverado 1500 LT,"$41,750 ", Four-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel," 43,098 mi. "
2014 Ford Mustang GT Premium,"$27,999 ", Rear-wheel Drive ,Gasoline ,Manual,5.0L V8 32V MPFI DOHC," 30,991 mi. "
2023 Mazda MX-5 Miata Grand Touring,"$34,690 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC, 6 mi. 
2019 Chevrolet Tahoe LS,"$34,822 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 54,991 mi. "
2020 Chevrolet Silverado 1500 LT,"$33,199 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV," 57,478 mi. "
2023 Honda CR-V Hybrid Sport,"$35,650 ", All-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V GDI DOHC Hybrid, 11 mi. 
2023 Dodge Challenger SRT Hellcat,"$93,330 ", Rear-wheel Drive ,Gasoline ,Automatic,"HEMI 6.2L V-8 intercooled supercharger, engine with 717HP", 9 mi. 
2020 Porsche Cayenne AWD,"$66,877 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo," 32,379 mi. "
2007 Porsche Boxster S,"$31,968 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,3.4L H6 24V MPFI DOHC," 22,396 mi. "
2020 Volkswagen Tiguan 2.0T S,"$24,406 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 24,730 mi. "
2022 Jeep Grand Cherokee Altitude,"$41,037 ", Four-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V MPFI DOHC," 20,042 mi. "
2018 Subaru WRX Premium,"$27,895 ", All-wheel Drive ,Gasoline ,6-Speed Manual,2.0L H4 16V GDI DOHC Turbo," 34,944 mi. "
2011 Dodge Durango Crew,"$14,905 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,5.7L V8 16V MPFI OHV," 82,196 mi. "
2020 Jeep Grand Cherokee Limited,"$34,235 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV," 38,365 mi. "
2019 Ford Ranger Lariat,"$29,500 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo," 18,321 mi. "
2022 Hyundai Sonata SE,"$23,944 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.5L I4 16V PDI DOHC," 14,932 mi. "
2019 Lexus RX 350L Premium,"$39,991 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 23,495 mi. "
2019 Lexus RX 450hL 450HL,"$33,997 ", All-wheel Drive ,Hybrid ,Automatic CVT,3.5L V6 24V PDI DOHC Hybrid," 109,559 mi. "
2022 Kia Sorento Hybrid S,"$32,488 ", Front-wheel Drive ,Hybrid ,6-Speed Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid," 52,134 mi. "
2021 Audi Q3 45 S line Premium Plus,"$40,995 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 11,576 mi. "
2020 Audi Q8 55 Premium Plus,"$58,987 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L V6 24V GDI DOHC Turbo," 14,026 mi. "
2019 Audi A5 45 Premium,"$23,995 ", All-wheel Drive ,Gasoline ,Automatic,"2L I-4 gasoline direct injection, DOHC, variable valve control,"," 65,700 mi. "
2022 BMW ALPINA B8 Gran Coupe xDrive,"$109,687 ", All-wheel Drive ,Gasoline ,Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 16,837 mi. "
2014 BMW 650 Gran Coupe i xDrive,"$19,665 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,4.4L V8 32V GDI DOHC Twin Turbo," 101,646 mi. "
2005 Mercedes-Benz G-Class G500,"$46,517 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,5.0L V8 24V MPFI SOHC," 72,301 mi. "
2020 Toyota Highlander XLE,"$33,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.5L V6 24V PDI DOHC," 73,263 mi. "
2020 Ford F-150 Platinum,"$46,891 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8," 38,290 mi. "
2023 Dodge Hornet GT,"$29,998 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo, 21 mi. 
2019 Ford F-150 XL,"$36,999 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC," 23,521 mi. "
2022 Ford Edge SE,"$32,958 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo, 976 mi. 
2022 Lexus IS 350 F Sport,"$46,350 ", All-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V PDI DOHC," 14,201 mi. "
2021 Ford Bronco Wildtrak,"$66,556 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V GDI DOHC Turbo, 984 mi. 
2023 Hyundai IONIQ 6 SEL,"$52,820 ", All-wheel Drive ,Automatic,Electric, KMHM34AC5PA030135 ,"

Adaptive Cruise ControlHeated SeatsKeyless StartNavigation System

"
2023 GMC Yukon XL SLT,"$85,618 ", Four-wheel Drive ,Gasoline ,Automatic,5.3L V8 16V GDI OHV, 2 mi. 
2015 GMC Sierra 1500 SLT,"$33,963 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 88,298 mi. "
2021 Acura RDX Base,"$35,898 ", Front-wheel Drive ,Gasoline ,10-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 19,980 mi. "
2019 Jeep Wrangler Unlimited Sahara,"$34,898 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 56,363 mi. "
2023 Land Rover Range Rover Velar P340 S R-Dynamic,"$74,990 ", Four-wheel Drive ,Gasoline ,Automatic,"Ingenium 3L I-6 gasoline direct injection, DOHC, variable valve"," 3,266 mi. "
2023 Chevrolet Traverse Premier,"$50,725 ", Front-wheel Drive ,Gasoline ,Automatic,3.6L V6 24V GDI DOHC, 72 mi. 
2023 Chevrolet Tahoe Premier,"$78,975 ", Four-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel," 8,443 mi. "
2015 Nissan Juke NISMO,"$14,500 ", All-wheel Drive ,Gasoline ,Automatic CVT,1.6L I4 16V GDI DOHC Turbo," 86,011 mi. "
2022 FIAT 500X Trekking Plus,"$35,285 ", All-wheel Drive ,Gasoline ,Automatic,Intercooled Turbo Premium Unleaded I-4 1.3 L/81, 0 mi. 
2018 Toyota Land Cruiser V8,"$61,987 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 32V MPFI DOHC," 89,992 mi. "
2019 Toyota Tundra SR5,"$43,996 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 50,958 mi. "
2019 Toyota Yaris Sedan XLE,"$19,000 ", Front-wheel Drive ,Gasoline ,Automatic,"1.5L I-4 gasoline direct injection, DOHC, variable valve control"," 23,461 mi. "
2022 Jeep Wagoneer Series I 4x4,"$58,797 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact"," 17,870 mi. "
2022 Jeep Wagoneer Series II 4x4,"$62,497 ", Four-wheel Drive ,Gasoline ,8-Speed Automatic,"HEMI 5.7L V-8 variable valve control, engine with cylinder deact"," 35,071 mi. "
2024 Mazda CX-90 Base,"$47,030 ", All-wheel Drive ,Gasoline ,Automatic,"SKYACTIV-G 3.3L I-6 gasoline direct injection, DOHC, variable va", 5 mi. 
2023 Honda Pilot AWD Elite,"$55,678 ", All-wheel Drive ,Gasoline ,A,"3.5L V-6 gasoline direct injection, DOHC, i-VTEC variable valve", 7 mi. 
2012 Dodge Challenger SXT,"$16,490 ", Rear-wheel Drive ,Gasoline ,5-Speed Automatic,3.6L V6 24V MPFI DOHC," 87,931 mi. "
2016 Mazda MX-5 Miata Sport,"$19,990 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC," 24,797 mi. "
2023 Dodge Challenger GT,"$39,385 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC, 5 mi. 
2022 Ford Maverick XLT,"$32,990 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 34,780 mi. "
2022 Dodge Durango SXT,"$32,500 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.6L V6 24V MPFI DOHC," 9,955 mi. "
2016 Dodge Challenger R/T Scat Pack,"$38,070 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,6.4L V8 16V MPFI OHV," 43,402 mi. "
2023 Cadillac CT4 Premium Luxury,"$44,680 ", Rear-wheel Drive ,Gasoline ,Automatic,Turbocharged I4 2.0L/, 0 mi. 
2021 INFINITI QX80 PREMIUM SELECT,"$59,995 ", Four-wheel Drive ,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC," 21,626 mi. "
2022 BMW 230 i,"$40,981 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo," 6,306 mi. "
2020 Cadillac XT6 Sport AWD,"$41,500 ", All-wheel Drive ,Gasoline ,9-Speed Automatic,3.6L V6 24V GDI DOHC," 22,640 mi. "
2022 Dodge Charger SRT Hellcat Widebody,Not Priced, Rear-wheel Drive ,Gasoline ,8-Speed Automatic,6.2L V8 16V MPFI OHV Supercharged, 8 mi. 
2024 Chevrolet Silverado 2500 LT,"$72,705 ", Four-wheel Drive ,Diesel ,Automatic,6.6L V8 Turbo Diesel, 10 mi. 
2015 Volkswagen Golf TDI S 4-Door,"$15,776 ", Front-wheel Drive ,Diesel ,6-Speed Manual,2.0L I4 16V DDI DOHC Turbo Diesel," 86,841 mi. "
2012 GMC Terrain SLT-2,"$7,500 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L I4 16V GDI DOHC," 147,354 mi. "
2008 Pontiac Torrent ,"$3,500 ", All-wheel Drive ,Gasoline ,5-Speed Automatic,3.4L V6 12V MPFI OHV," 182,853 mi. "
2020 Chevrolet Silverado 1500 LT,"$41,750 ", Four-wheel Drive ,Diesel ,Automatic,3.0L I6 24V DDI DOHC Turbo Diesel," 43,098 mi. "
2014 Ford Mustang GT Premium,"$27,999 ", Rear-wheel Drive ,Gasoline ,Manual,5.0L V8 32V MPFI DOHC," 30,991 mi. "
2023 Mazda MX-5 Miata Grand Touring,"$34,690 ", Rear-wheel Drive ,Gasoline ,6-Speed Manual,2.0L I4 16V GDI DOHC, 6 mi. 
2019 Chevrolet Tahoe LS,"$34,822 ", Rear-wheel Drive ,Gasoline ,6-Speed Automatic,5.3L V8 16V GDI OHV," 54,991 mi. "
2023 Chevrolet Camaro 1LT,Not Priced, Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.6L V6 GDI DOHC, 2 mi. 
2020 BMW X6 xDrive40i,"$62,480 ", All-wheel Drive ,Gasoline ,8-Speed Automatic,3.0L I6 24V GDI DOHC Turbo," 29,948 mi. "
2023 Toyota Sequoia TRD Pro,"$79,980 ", Four-wheel Drive ,Hybrid ,10-Speed Automatic,3.4L V6 24V PDI DOHC Twin Turbo Hybrid, 10 mi. 
2020 Honda Odyssey EX-L,"$36,211 ", Front-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-6 3.5 L/212," 33,127 mi. "
2017 Honda Odyssey SE,"$21,574 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI SOHC," 72,628 mi. "
2023 Mazda CX-5 2.5 S Preferred Package,"$32,470 ", All-wheel Drive ,Gasoline ,Automatic,2.5L I4 16V GDI DOHC, 0 mi. 
2023 Mazda CX-5 2.5 S Carbon Edition,"$33,310 ", All-wheel Drive ,Gasoline ,Automatic,2.5L I4 16V GDI DOHC, 0 mi. 
2014 Dodge Dart Limited,"$10,700 ", Front-wheel Drive ,Gasoline ,6-Speed Automatic,2.4L I4 16V MPFI SOHC," 75,330 mi. "
2020 Toyota Tundra SR5,"$34,500 ", Four-wheel Drive ,Gasoline ,6-Speed Automatic,5.7L V8 32V MPFI DOHC," 51,612 mi. "
2023 Kia K5 EX,"$30,990 ", Front-wheel Drive ,Gasoline ,8-Speed Automatic,1.6L I4 16V GDI DOHC Turbo, 40 mi. 
2023 Ford Ranger Lariat,"$48,595 ", Four-wheel Drive ,Gasoline ,Automatic,2.3L I4 16V GDI DOHC Turbo, 1 mi. 
2023 Genesis GV70 2.5T,"$58,545 ", All-wheel Drive ,Gasoline ,8-Speed Automatic with SHIFTRONIC,2.5L I4 16V PDI DOHC Turbo, 11 mi. 
2019 Nissan Titan PRO-4X,"$39,344 ", Four-wheel Drive ,Gasoline ,7-Speed Automatic,5.6L V8 32V GDI DOHC," 31,625 mi. "
2016 Nissan Sentra SR,"$13,547 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.8L I4 16V MPFI DOHC," 58,542 mi. "
2023 Land Rover Defender X-Dynamic SE,"$85,880 ", Four-wheel Drive ,Hybrid ,Automatic,Intercooled Turbo Gas/Electric I-6 3.0 L/183, 11 mi. 
2023 Ford Bronco Black Diamond,"$63,825 ", Four-wheel Drive ,Gasoline ,–,2.7L V6 24V PDI DOHC Twin Turbo, 71 mi. 
2022 Lincoln Corsair Reserve,"$49,174 ", All-wheel Drive ,Gasoline ,Automatic,2.0L I4 16V GDI DOHC Turbo," 5,233 mi. "
2018 Volkswagen Golf TSI SE,"$18,699 ", Front-wheel Drive ,Gasoline ,Manual,"1.8L I-4 gasoline direct injection, DOHC, variable valve control"," 39,228 mi. "
2019 Chevrolet Silverado 2500 LTZ,"$59,250 ", Four-wheel Drive ,Diesel ,Automatic,"Duramax 6.6L V-8 diesel direct injection, intercooled turbo, die"," 42,164 mi. "
2023 Ford F-250 XLT,"$64,200 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,7.3L V8 16V MPFI OHV, 5 mi. 
2023 Ford Mustang GT Premium,"$48,736 ", Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC, 5 mi. 
2022 RAM 2500 Power Wagon,"$71,340 ", Four-wheel Drive ,Gasoline ,Automatic,Regular Unleaded V-8 6.4 L/392, 0 mi. 
2023 Kia Sportage Hybrid SX-Prestige,"$40,001 ", All-wheel Drive ,Hybrid ,Automatic,1.6L I4 16V GDI DOHC Turbo Hybrid, 4 mi. 
2023 Acura Integra A-Spec Technology,"$37,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 231 mi. 
2023 Acura Integra A-Spec,"$34,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo," 1,453 mi. "
2023 RAM 1500 Classic Tradesman,"$39,380 ", Rear-wheel Drive ,Gasoline ,8-Speed Automatic,5.7L V8 16V MPFI OHV, 2 mi. 
2023 Acura Integra A-Spec Technology,"$37,095 ", Front-wheel Drive ,Gasoline ,Automatic CVT,1.5L I4 16V GDI DOHC Turbo, 1 mi. 
2021 Ford Expedition Max Limited,"$48,874 ", Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo," 46,707 mi. "
